CUSTOMERKEY,GENDER,NAME,CITY,STATE_CODE,STATE,COUNTRY,CONTINENT,BIRTHDAY
30278,FEMALE,MADELEINE KIDDLE,JACANA,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1945-09-12
30428,FEMALE,SIENNA CONRICK,EARLSTON,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1999-12-01
31086,FEMALE,KATE SNOWDEN,WITTENOOM,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1985-01-30
31164,MALE,HUNTER BOEHM,BOWES,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1948-06-15
31236,FEMALE,ABBY WARBURTON,THREE BRIDGES,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1959-08-08
31288,MALE,ADAM BANNING,CLAY WELLS,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1988-08-28
31374,FEMALE,ELLIE GRIFFIN,ST AGNES,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1960-12-02
31721,FEMALE,ALYSSA ISAACS,GULFVIEW HEIGHTS,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1961-01-19
31784,MALE,ZAC SCHERK,WAMBAN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1968-01-02
32037,MALE,AARON KNOPWOOD,LAKE MOKOAN,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1989-02-14
32190,FEMALE,PAIGE LACEY,DELAMERE,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1954-10-28
32259,FEMALE,ASHLEY DANE?,SEVENHILL,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1975-11-21
32294,MALE,KAI NEPEAN,RITE ISLAND,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1948-08-04
32455,FEMALE,CHARLOTTE CRANE,MOSQUITO CREEK,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1997-05-09
32488,MALE,MAX WYLIE,STAFFORD DC,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1954-03-15
32511,MALE,JASPER GLASSOP,WOODFORD,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1964-02-29
32538,FEMALE,EVA HAZON,BOOMOODEERIE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1986-07-20
32939,FEMALE,ALICA SIZER,WONGULLA,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1951-06-09
33036,MALE,TYLER GALVIN,BYNG,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1959-07-31
33205,MALE,ANDREW HOLLWAY,CRYSTAL BROOK,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1943-01-10
33444,MALE,BRODIE THIRKELL,CLAYTON,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1968-01-09
34081,FEMALE,IMOGEN PERMEWAN,FYANS CREEK,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1939-05-08
34126,FEMALE,VICTORIA TASMAN,MENINGIE EAST,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1967-09-07
34143,MALE,JOHN GOWLLAND,WARRANWOOD,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1991-04-07
34431,MALE,LEO BADGER,BEACONSFIELD,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1940-02-02
34451,MALE,HARRY EDWIN,GLADSTONE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1972-11-01
34462,MALE,TYSON TISHLER,TALAROO,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1938-07-09
34850,FEMALE,CAITLIN O'LOGHLIN,BLUE VALE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1960-11-30
34915,FEMALE,KATE BYLES,MOUNT CRYSTAL,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1969-01-28
35257,FEMALE,ELLA OXENHAM,FERNHILL,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1970-02-20
35479,MALE,JEREMY PETRE,COSSACK,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1978-06-08
35703,MALE,RORY COTTON,LUGARNO,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1961-12-14
35733,FEMALE,CHARLOTTE SHAW,WAROONA,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1955-05-14
35795,MALE,RILEY CLEGG,MOYARRA,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1995-08-07
36112,FEMALE,EMMA GEPP,ANNUELLO,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1937-02-12
36336,FEMALE,ANNA BURSTON,DJARAWONG,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1990-09-21
36418,FEMALE,JORJA WHITLAM,MOUNT DAVID,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1946-02-18
36507,MALE,JOSEPH PATEN,GOLDEN VALLEY,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1955-03-23
36816,MALE,LUKE LAZENBY,LONGWARRY NORTH,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1971-05-18
36918,MALE,BLAKE MANN,OWEN,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1982-11-06
37070,FEMALE,ALYSSA HOOKER,WANGANUI,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1981-07-18
37251,MALE,LEO SCERRI,GHERANG,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1951-06-17
37408,MALE,JAXON REBELL,TORRENS,ACT,AUSTRALIAN CAPITAL TERRITORY,AUSTRALIA,AUSTRALIA,1975-10-11
37580,FEMALE,MARIAM BAYLEE,TOMAHAWK,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1942-01-12
37585,FEMALE,LAUREN FINK,YELTA,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1944-04-17
37802,MALE,LUKE BYRON,SOUTH DUDLEY,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1990-07-09
37991,MALE,COOPER GILLISON,CARWELL,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1937-01-06
38006,MALE,LACHLAN POSTLE,DYRAABA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1955-10-29
38036,FEMALE,KIARA SCHAW,UPPER YARRAMAN,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1960-07-26
38183,MALE,HUNTER MONTAGU,NEW ITALY,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1944-07-30
38195,FEMALE,SARA ROE,PAYNEDALE,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1972-11-22
38212,FEMALE,STELLA CAIN,WOOROONOOK,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1985-01-28
38558,FEMALE,AUDREY BOLD,BOSTOBRICK,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1946-05-19
38613,MALE,HAMISH MASON,TACOMA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1988-03-16
38865,MALE,CHRISTOPHER EDMUND,WINDORAH,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1948-08-17
38950,FEMALE,HANNAH EDMOND,ARTHUR RIVER,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1954-12-08
39183,MALE,JULIAN GUTTERIDGE,KURMOND,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1973-04-25
39246,MALE,DARCY FALCONER,MANDALAY,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1974-10-20
39268,FEMALE,MADELEINE MARX,KALLANGUR,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1975-07-24
39314,MALE,LEO LIGAR,LIGHT PASS,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1985-04-20
39498,FEMALE,AMY CURTAIN,SWANBROOK,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1996-08-13
39582,MALE,MASON THERRY,RISDON,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1974-03-15
39592,FEMALE,ALICIA MUNTZ,SOUTH SPRINGFIELD,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1965-04-20
39894,FEMALE,SAMANTHA BEGG,JUNEE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1941-02-26
39927,MALE,BAILEY BARNET,SORELL,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1984-05-15
39996,MALE,HARRY DAWES,BENDOURA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,2001-05-09
40052,FEMALE,ISABEL DETTMANN,WAVERTON,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1957-09-06
40221,MALE,JONATHAN HAMMOND,PARA HILLS WEST,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,2001-11-01
40327,FEMALE,MADELEINE LAING,PIALLIGO,ACT,AUSTRALIAN CAPITAL TERRITORY,AUSTRALIA,AUSTRALIA,1940-08-23
40363,FEMALE,ALYSSA HENSLOWE,DOUBLE BAY,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1984-07-08
40443,FEMALE,AMBER NORMANBY,CARSS PARK,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1938-04-13
40649,MALE,KAI DE VIS,KANGIARA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1972-11-29
40662,MALE,OLIVER MICHIE,MOUNT HICKS,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1960-12-18
40669,MALE,CODY WHEARE,MARTINS CREEK,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1968-09-22
40741,MALE,LEO BUSSAU,HARLAXTON,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1937-06-13
41281,MALE,LINCOLN D'ALBERTIS,FITZGERALDS MOUNT,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1945-10-27
41386,FEMALE,STEPHANIE GRANT,SEAL BAY,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1948-06-20
41570,MALE,RORY BROUGH,EAST POINT,NT,NORTHERN TERRITORY,AUSTRALIA,AUSTRALIA,1937-08-15
41674,MALE,JONATHAN HODGES,NORTH LAKE GRACE,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1938-03-04
41707,MALE,JOSEPH WHEELER,YALLAH,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1957-04-19
41892,FEMALE,MADELINE EALES,DARGAN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1983-01-09
42134,MALE,BENJAMIN ETHEL,EAST YUNA,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1942-09-22
42177,MALE,BROCK JAMES,ELLEKER,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1960-07-19
42364,FEMALE,LAYLA SILAS,MARLO MERRICAN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1952-09-27
42408,MALE,NOAH HINCHCLIFFE,THE PALMS,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1988-11-04
42474,MALE,ALEXANDER LEANE,NUBBA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,2000-05-23
42603,FEMALE,AMY SAWYER,CUSHNIE,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,2000-10-09
42840,FEMALE,SAVANNAH LANSELL,XANTIPPE,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1936-05-23
42956,MALE,BEN RAFF,BARA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1944-05-06
43784,MALE,JEREMY ILIFFE,SNOWTOWN,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1951-03-19
43798,FEMALE,RACHEL WELCH,AMAMOOR,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1966-01-11
43840,FEMALE,ROSE VLAMINGH,OATLANDS,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1950-01-19
44080,FEMALE,RACHEL BALDWIN,BRIGHTON,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1954-01-20
44195,MALE,BRAYDEN TOPP,LOWER MANGROVE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1984-01-09
44207,FEMALE,STELLA STERNBERG,KESWICK TERMINAL,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1984-03-16
44301,FEMALE,ANNABELLE FEETHAM,DUNNROCK,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1947-10-04
44493,FEMALE,JORJA COLECHIN,JACKEYS MARSH,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1963-04-28
44496,MALE,SPENCER BEACH,MOUNT JOY,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1949-09-28
44728,FEMALE,ABBEY REMINGTON,DIGGORA,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1953-03-14
44906,MALE,TYSON BACKHOUSE,MOUNT GAMBIER,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1994-10-06
45169,FEMALE,VICTORIA NESS,GLENROY,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1990-04-04
45172,FEMALE,AUDREY CROOKE,SCOPUS,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1986-05-25
45250,MALE,DARCY FRYER,SACKVILLE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1968-11-21
45436,FEMALE,MAYA MCILVEEN,MILLFIELD,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1952-04-16
45522,MALE,ALEXANDER FENSTON,TIMBILLICA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1985-04-09
45781,MALE,BAILEY COXEN,PONTVILLE,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1946-02-27
45814,MALE,DECLAN RICHARD,SPRING HILL,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1968-04-05
46155,FEMALE,ALICE PHILLIP,BOWES,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1956-02-16
46917,MALE,JAMIE PRICE,MERU,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,2000-01-03
46996,MALE,JONATHAN KEMPT,MURRAY ISLAND,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1987-02-20
47382,FEMALE,BROOKE RICHARDSON,NORTHGATE,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1955-05-02
47518,FEMALE,ALANA SPENCER,UNDULLAH,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1946-05-13
47712,MALE,AIDAN DETHRIDGE,CREMORNE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1976-08-30
48080,MALE,LINCOLN MUSCIO,FERNY CREEK,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1940-04-10
48247,MALE,JOSEPH CLEMES,HAY FLAT,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1967-05-05
48367,FEMALE,ROSE ALLARDYCE,INSKIP,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1949-04-09
48383,FEMALE,CHLOE GILLEN,KOYUGA SOUTH,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1951-06-06
48466,FEMALE,MATILDA SHIELDS,HASTINGS POINT,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1984-12-13
48733,FEMALE,SOPHIA GUNTHER,BALCOLYN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1989-07-22
48846,FEMALE,LUCY KELLWAY,BOWELLING,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1944-11-04
48925,MALE,ELIJAH ALBERT,WOOLOCUTTY,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1939-09-15
49400,MALE,MASON RANSFORD,WOOMBYE,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1967-03-15
49501,FEMALE,AMELIE EDMONDSON,BUNGABBEE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1982-07-16
49606,FEMALE,CLAIRE KERR,GREYMARE,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1950-04-10
49748,MALE,TYSON FLOWERS,PARUNA,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1980-02-14
49776,FEMALE,JESSICA WARBURTON,ROCKLEY MOUNT,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1944-07-31
49950,FEMALE,TAYLA CANTERBURY,EAST LAUNCESTON,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1998-10-18
50075,MALE,JAYDEN LLOYD,MOUNT MURCHISON,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1961-11-07
50122,FEMALE,BRIANNA O'NEIL,SURBITON,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1979-09-30
50681,MALE,BENJAMIN MAKIN,MOUNT DRUITT VILLAGE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1936-11-18
50705,FEMALE,SCARLETT REEVE,YEAGARUP,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1948-08-23
50719,FEMALE,ANGELINA WUNDERLICH,POINT GREY,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1995-03-27
50741,MALE,TYSON HURLEY,FRANKFORD,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1942-01-23
51172,FEMALE,GABRIELLA TOZER,ELINGAMITE,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1957-12-04
51201,FEMALE,SAMANTHA JACOBY,BIRMINGHAM GARDENS,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1939-03-04
51228,MALE,MARCUS CHRISTIAN,GIRU,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1978-01-31
51314,FEMALE,BIANCA STOBIE,DUVERNEY,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1954-06-23
51429,MALE,THOMAS KAVEL,WONBOYN LAKE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1979-01-05
51648,FEMALE,JASMINE SELLAR,KYBUNGA,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1989-06-11
51649,MALE,TOBY BATCHELOR,YANDINA,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1958-02-26
51718,FEMALE,PHOEBE VOSS,HACKNEY,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1938-07-25
52435,MALE,CHARLES KENNEALLY,YADBORO,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1956-02-29
52536,MALE,JAMIE KAVANAGH,PINEWOOD,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1987-02-16
52694,FEMALE,GRACE BIDWILL,SHEFFIELD,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1972-05-21
53168,MALE,DYLAN MONDS,JOYNER,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1959-04-05
53260,FEMALE,KEIRA ROWALLAN,MOUNT FRANKLIN,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1936-05-09
53318,FEMALE,GRACE OSBURN,TOWNSON,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1954-12-03
53891,MALE,DOMINIC BAYLEE,BINDA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1944-02-10
53920,FEMALE,JADE HIGGINS,BUCKENBOWRA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1986-03-27
54089,MALE,JAKE TOFT,THE GLEN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1936-09-11
54161,MALE,LEO VOSS,WOODY POINT,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1992-06-24
54535,MALE,JOSHUA NUGAN,CANNINDAH,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1957-11-08
54560,FEMALE,EDEN BICKFORD,ABINGDON DOWNS,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1962-05-30
54582,FEMALE,LEAH FAIRBRIDGE,LIMONITE,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1978-09-15
54627,MALE,JOHN RANDALL,TROWUTTA,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1968-05-25
54704,FEMALE,ALICE BARTLETT,TRAVANCORE,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1951-10-22
54752,FEMALE,NATASHA MORRISON,SOUTH BUNBURY,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1965-12-16
54794,FEMALE,GEORGIA BARCLAY-HARVEY,GARIE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1965-08-09
54987,MALE,ISAAC STURT,MARMION,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1939-05-24
55039,MALE,JAMES CONNAL,MOUNT MORIAC,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1960-10-07
55066,MALE,SAMUEL ATHERTON,DOLLYS FLAT,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1942-02-14
55084,MALE,ANGUS TEN,PARAP,NT,NORTHERN TERRITORY,AUSTRALIA,AUSTRALIA,1963-12-03
55411,FEMALE,LILIAN STAINFORTH,PHOENIX PARK,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1982-02-05
55464,FEMALE,HOLLY MANSOUR,PADDYS RIVER,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1981-11-16
55715,FEMALE,EVE JEPHCOTT,HERDSMAN,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1986-03-23
55914,MALE,LACHLAN WEBB,SOUTH FREMANTLE,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1992-07-31
56161,MALE,AIDAN BURNETT,UPPER CASTRA,TAS,TASMANIA,AUSTRALIA,AUSTRALIA,1994-05-02
56480,FEMALE,ZOE TYRRELL,KYBUNGA,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1975-03-25
56562,FEMALE,LUCY MANSOUR,ALBERT PARK,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1949-11-05
56791,MALE,CHARLIE KENYON,DUNLUCE,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1994-08-26
56834,FEMALE,ABIGAIL MCELHONE,PIKES CREEK,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1964-01-13
56951,FEMALE,KATE BARDSLEY,HURSTBRIDGE,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1985-10-20
56999,FEMALE,AMELIA FARGHER,CORNDALE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1984-02-26
57093,MALE,HAYDEN LAIDLEY,SPRING MOUNTAIN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1954-02-09
57246,MALE,TOBY DILLON,CITY WEST CAMPUS,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1987-03-10
57294,FEMALE,MAKAYLA BOLD,TRARALGON EAST,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1980-05-15
57307,FEMALE,EVA HICKSON,RAINBOW,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1980-11-14
57374,MALE,JACK COOTE,COLONGRA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1938-01-19
57491,MALE,RYAN CUSTANCE,MILLBANK,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1985-09-16
57662,MALE,ARCHER TOZER,COALSTOUN LAKES,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1982-06-10
57681,MALE,CALEB LOUAT,ROCKWELL,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1958-05-05
57820,MALE,EDWARD HOWARDE,DARGO,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1951-05-05
57938,MALE,ALEXANDER COURTICE,LIPAROO,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1979-10-09
58066,MALE,ANDREW FORDE,ASHMONT,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1942-10-23
58105,FEMALE,MARIAM BRIGHT,CAMBRAI,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1980-04-12
58212,FEMALE,AMY GOFFAGE,OAKFORD,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1965-01-04
58710,MALE,JORDAN FOVEAUX,GOSNELLS,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1949-11-21
58919,FEMALE,KAITLYN FENTON,FLOREAT FORUM,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1960-09-13
59159,FEMALE,MAYA PASLEY,CAPE HILLSBOROUGH,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1947-07-29
59304,MALE,PATRICK COLLIE,CARLINGFORD,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1953-10-01
59422,FEMALE,AMBER SYKES,HILLGROVE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1990-02-13
59529,FEMALE,ALICE BLUMENTHAL,FOREST GLEN,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1992-05-28
59842,MALE,LUCAS MCCLURE,BLETCHINGTON,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1939-01-19
59961,MALE,HARRY HAMBLY,GALORE,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1948-02-03
60009,FEMALE,NATASHA GALL,TOWNSVILLE CITY,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1989-10-12
60088,FEMALE,EVIE BROWNBILL,PAGES FLAT,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1982-06-02
60150,FEMALE,JASMINE MACKAY,NORTHLAND CENTRE,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1964-02-14
60407,MALE,ALEXANDER EARP,POZIERES,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1944-09-04
60411,FEMALE,ELIZA SOLLY,HIGHBURY,WA,WESTERN AUSTRALIA,AUSTRALIA,AUSTRALIA,1938-10-15
60454,MALE,TOBY NORMANBY,LOWER LEWIS PONDS,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1953-05-05
60475,MALE,JOEL SHARWOOD,CUDLEE CREEK,SA,SOUTH AUSTRALIA,AUSTRALIA,AUSTRALIA,1948-05-27
60722,MALE,LOGAN DOWIE,KOOROOMOOL,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1985-06-08
60892,MALE,SETH SOUBEIRAN,MOOLORT,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,1964-01-24
60995,MALE,MATTHEW CARON,TUENA,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1955-09-17
61546,FEMALE,ALEXIS HEAGNEY,COASTERS RETREAT,NSW,NEW SOUTH WALES,AUSTRALIA,AUSTRALIA,1953-09-14
61718,FEMALE,CHLOE SCHLAPP,ALLIGATOR CREEK,QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,1956-06-01
